date,gpu_name,flipkart_price,flipkart_rating,flipkart_reviews,amazon_price,amazon_rating,amazon_reviews,aliexpress_price,aliexpress_rating,aliexpress_reviews,price_diff_amazon,price_diff_aliexpress,average_rating,discount_flag,units_sold,revenue
2024-12-12,AMD RX 6700 XT,37502,4.3,669,42598,4.8,1328,85525,4.5,811,-5096,-48023,4.533333333333333,1,57,2137614
2024-12-12,NVIDIA RTX 4060,74098,4.9,770,52572,4.6,487,79951,3.7,1906,21526,-5853,4.3999999999999995,0,1,74098
2024-12-12,AMD RX 7900 XTX,23087,4.6,1038,78308,4.1,398,89411,4.4,1507,-55221,-66324,4.366666666666666,1,298,6879926
2024-12-11,NVIDIA RTX 3060,69470,4.7,914,28148,5.0,582,53020,3.9,1139,41322,16450,4.533333333333333,0,1,69470
2024-12-11,NVIDIA RTX 3070,54070,4.7,1113,83144,4.1,1501,53544,3.6,1680,-29074,526,4.133333333333334,0,171,9245970
2024-12-11,NVIDIA RTX 3080,59841,4.7,791,82754,3.5,372,66504,4.5,942,-22913,-6663,4.233333333333333,1,161,9634401
2024-12-11,AMD RX 6600,43754,4.8,1714,70045,4.1,534,76918,4.1,633,-26291,-33164,4.333333333333333,1,183,8006982
2024-12-11,AMD RX 6700 XT,72645,4.6,194,78068,4.1,1323,31358,4.2,548,-5423,41287,4.3,0,40,2905800
2024-12-11,NVIDIA RTX 4060,40180,4.7,1041,56182,3.6,220,71755,4.7,731,-16002,-31575,4.333333333333333,1,103,4138540
2024-12-11,AMD RX 7900 XTX,25151,4.9,423,31556,4.9,1064,84029,3.8,1893,-6405,-58878,4.533333333333334,1,50,1257550
2024-12-10,NVIDIA RTX 3060,83579,3.5,976,73406,4.9,1743,48219,3.8,1380,10173,35360,4.066666666666666,0,1,83579
2024-12-10,NVIDIA RTX 3070,54158,4.9,1906,28008,3.9,1369,41483,4.4,364,26150,12675,4.4,0,1,54158
2024-12-10,NVIDIA RTX 3080,62868,4.8,1895,74408,5.0,1474,30526,3.5,876,-11540,32342,4.433333333333334,0,87,5469516
2024-12-10,AMD RX 6600,58680,4.5,612,71697,5.0,1245,39602,4.0,822,-13017,19078,4.5,0,108,6337440
2024-12-10,AMD RX 6700 XT,35849,4.5,1428,32145,3.8,447,35683,3.6,531,3704,166,3.966666666666667,0,1,35849
2024-12-10,NVIDIA RTX 4060,44119,4.1,725,92064,4.9,1897,73846,3.8,421,-47945,-29727,4.266666666666667,1,257,11338583
2024-12-10,AMD RX 7900 XTX,56205,4.5,1541,84432,3.6,1554,79722,3.8,1741,-28227,-23517,3.9666666666666663,1,168,9442440
2024-12-09,NVIDIA RTX 3060,34483,3.8,259,95069,3.7,339,46217,4.0,541,-60586,-11734,3.8333333333333335,1,339,11689737
2024-12-09,NVIDIA RTX 3070,44256,3.8,1492,63421,5.0,1122,54709,3.6,141,-19165,-10453,4.133333333333334,1,120,5310720
2024-12-09,NVIDIA RTX 3080,80411,3.5,803,61784,4.9,679,91855,4.3,1720,18627,-11444,4.233333333333333,0,1,80411
2024-12-09,AMD RX 6600,41265,4.5,1078,61521,4.7,1997,85902,3.7,717,-20256,-44637,4.3,1,142,5859630
2024-12-09,AMD RX 6700 XT,33158,4.1,1596,60806,4.0,1928,27061,4.4,1509,-27648,6097,4.166666666666667,0,188,6233704
2024-12-09,NVIDIA RTX 4060,36270,4.0,1904,46208,4.6,1106,54691,3.9,353,-9938,-18421,4.166666666666667,1,70,2538900
2024-12-09,AMD RX 7900 XTX,62346,4.1,1765,46378,4.8,1446,76894,4.1,1775,15968,-14548,4.333333333333333,0,1,62346
2024-12-08,NVIDIA RTX 3060,44706,5.0,392,80105,3.8,211,58084,3.6,1133,-35399,-13378,4.133333333333334,1,204,9120024
2024-12-08,NVIDIA RTX 3070,35311,4.3,1349,53628,3.6,632,76609,3.5,1800,-18317,-41298,3.8000000000000003,1,120,4237320
2024-12-08,NVIDIA RTX 3080,47116,4.0,536,49220,4.2,337,42684,4.6,1723,-2104,4432,4.266666666666667,0,27,1272132
2024-12-08,AMD RX 6600,45212,4.4,1006,87202,4.2,1552,74856,4.7,1859,-41990,-29644,4.433333333333334,1,222,10037064
2024-12-08,AMD RX 6700 XT,51184,4.8,386,89345,4.2,1832,65570,4.1,1622,-38161,-14386,4.366666666666666,1,219,11209296
2024-12-08,NVIDIA RTX 4060,42971,4.6,819,42417,4.0,517,27546,3.9,515,554,15425,4.166666666666667,0,28,1203188
2024-12-08,AMD RX 7900 XTX,80856,4.7,607,60718,4.8,1635,37229,5.0,1280,20138,43627,4.833333333333333,0,1,80856
2024-12-07,NVIDIA RTX 3060,63582,3.6,1233,90915,4.3,1458,86871,3.9,290,-27333,-23289,3.9333333333333336,1,183,11635506
2024-12-07,NVIDIA RTX 3070,65001,3.5,1834,54619,5.0,108,54459,4.3,1089,10382,10542,4.266666666666667,0,1,65001
2024-12-07,NVIDIA RTX 3080,63220,4.3,1143,95620,3.8,1985,65036,4.3,600,-32400,-1816,4.133333333333333,1,198,12517560
2024-12-07,AMD RX 6600,49935,3.9,211,34086,4.7,1486,72264,5.0,1590,15849,-22329,4.533333333333333,0,1,49935
2024-12-07,AMD RX 6700 XT,57424,4.1,593,37052,3.5,1495,76648,4.6,1563,20372,-19224,4.066666666666666,0,1,57424
2024-12-07,NVIDIA RTX 4060,92708,4.4,1181,41218,4.1,317,39899,3.8,150,51490,52809,4.1000000000000005,0,1,92708
2024-12-07,AMD RX 7900 XTX,26539,4.9,370,65665,3.5,1042,75982,4.2,1076,-39126,-49443,4.2,1,215,5705885
2024-12-06,NVIDIA RTX 3060,77359,4.1,1218,88614,4.4,651,41545,4.0,394,-11255,35814,4.166666666666667,0,72,5569848
2024-12-06,NVIDIA RTX 3070,48503,4.9,1677,25458,5.0,1443,33743,4.3,525,23045,14760,4.733333333333333,0,1,48503
2024-12-06,NVIDIA RTX 3080,31703,4.4,128,84049,4.9,1603,91061,3.9,389,-52346,-59358,4.4,1,301,9542603
2024-12-06,AMD RX 6600,58132,3.6,223,40681,4.8,1741,79897,4.8,1171,17451,-21765,4.3999999999999995,0,1,58132
2024-12-06,AMD RX 6700 XT,78313,3.9,1559,61734,4.7,1623,52947,4.7,616,16579,25366,4.433333333333334,0,1,78313
2024-12-06,NVIDIA RTX 4060,91076,4.1,923,35751,4.9,881,78534,4.6,1808,55325,12542,4.533333333333333,0,1,91076
2024-12-06,AMD RX 7900 XTX,38050,4.3,1361,37397,3.9,591,42040,4.0,1257,653,-3990,4.066666666666666,0,47,1788350
2024-12-05,NVIDIA RTX 3060,44285,3.6,261,75016,3.5,526,75330,3.9,528,-30731,-31045,3.6666666666666665,1,187,8281295
2024-12-05,NVIDIA RTX 3070,90681,5.0,418,46538,4.7,683,90527,4.2,1435,44143,154,4.633333333333333,0,1,90681
2024-12-05,NVIDIA RTX 3080,68027,4.4,1663,43189,3.9,1740,55534,4.2,1089,24838,12493,4.166666666666667,0,1,68027
2024-12-05,AMD RX 6600,33205,4.5,1594,81210,4.9,1335,93971,4.8,1601,-48005,-60766,4.733333333333333,1,269,8932145
2024-12-05,AMD RX 6700 XT,53752,3.9,1993,42149,4.5,1804,33533,4.1,258,11603,20219,4.166666666666667,0,1,53752
2024-12-05,NVIDIA RTX 4060,79898,4.2,1346,74362,3.8,1012,72283,4.6,431,5536,7615,4.2,0,15,1198470
2024-12-05,AMD RX 7900 XTX,31745,4.5,1447,76769,3.9,1329,91144,3.7,996,-45024,-59399,4.033333333333334,1,264,8380680
2024-12-04,NVIDIA RTX 3060,46000,3.5,381,78191,4.6,1760,37217,4.8,1114,-32191,8783,4.3,0,203,9338000
2024-12-04,NVIDIA RTX 3070,24829,4.2,810,75293,3.8,1391,49505,4.7,1097,-50464,-24676,4.233333333333333,1,285,7076265
2024-12-04,NVIDIA RTX 3080,94788,4.7,1576,78599,3.6,799,44813,4.1,118,16189,49975,4.133333333333334,0,1,94788
2024-12-04,AMD RX 6600,57347,4.1,1635,88296,3.8,1505,61858,4.2,702,-30949,-4511,4.033333333333333,1,167,9576949
2024-12-04,AMD RX 6700 XT,58194,4.7,160,46382,4.3,1425,61814,4.0,1921,11812,-3620,4.333333333333333,0,1,58194
2024-12-04,NVIDIA RTX 4060,69427,3.9,230,91457,3.9,995,75328,4.5,389,-22030,-5901,4.1000000000000005,1,153,10622331
2024-12-04,AMD RX 7900 XTX,62300,5.0,1385,36290,4.0,361,64322,4.5,1744,26010,-2022,4.5,0,1,62300
2024-12-03,NVIDIA RTX 3060,36165,4.2,837,63411,4.3,705,74914,4.4,1066,-27246,-38749,4.3,1,171,6184215
2024-12-03,NVIDIA RTX 3070,33358,4.8,441,32768,3.6,192,84395,4.9,1998,590,-51037,4.433333333333334,0,38,1267604
2024-12-03,NVIDIA RTX 3080,71481,3.9,310,90175,4.3,945,41084,4.3,1798,-18694,30397,4.166666666666667,0,142,10150302
2024-12-03,AMD RX 6600,38988,4.6,105,38190,4.5,1264,84191,4.0,467,798,-45203,4.366666666666666,0,21,818748
2024-12-03,AMD RX 6700 XT,27872,3.9,1066,58122,3.9,267,45560,3.6,111,-30250,-17688,3.8000000000000003,1,185,5156320
2024-12-03,NVIDIA RTX 4060,72844,4.9,466,88120,3.7,1454,68619,3.8,1521,-15276,4225,4.133333333333334,0,98,7138712
2024-12-03,AMD RX 7900 XTX,31164,4.7,1562,84140,4.7,1826,38705,4.2,293,-52976,-7541,4.533333333333334,1,281,8757084
2024-12-02,NVIDIA RTX 3060,78806,4.0,952,73875,3.6,1895,35128,4.2,420,4931,43678,3.9333333333333336,0,24,1891344
2024-12-02,NVIDIA RTX 3070,66156,4.7,1270,63584,4.4,1031,33621,4.5,1909,2572,32535,4.533333333333334,0,24,1587744
2024-12-02,NVIDIA RTX 3080,71842,4.3,1947,86085,4.7,799,54451,4.4,2000,-14243,17391,4.466666666666667,0,93,6681306
2024-12-02,AMD RX 6600,30372,3.8,1156,48264,3.8,1629,49498,3.9,1966,-17892,-19126,3.8333333333333335,1,125,3796500
2024-12-02,AMD RX 6700 XT,31303,3.6,1052,61505,3.7,1194,82645,4.6,852,-30202,-51342,3.966666666666667,1,174,5446722
2024-12-02,NVIDIA RTX 4060,61547,4.0,1232,24395,4.1,127,76943,4.3,1413,37152,-15396,4.133333333333333,0,1,61547
2024-12-02,AMD RX 7900 XTX,81931,4.1,697,49881,4.2,1516,49187,4.4,310,32050,32744,4.233333333333333,0,1,81931
2024-12-01,NVIDIA RTX 3060,66935,3.9,854,80484,4.9,1332,52662,3.8,1254,-13549,14273,4.2,0,100,6693500
2024-12-01,NVIDIA RTX 3070,88265,4.6,1219,88275,4.4,1363,36448,4.7,1302,-10,51817,4.566666666666666,0,37,3265805
2024-12-01,NVIDIA RTX 3080,55362,3.5,939,74938,4.5,1513,74897,4.4,1847,-19576,-19535,4.133333333333334,1,124,6864888
2024-12-01,AMD RX 6600,27041,4.3,1402,76252,3.6,376,63383,4.5,1069,-49211,-36342,4.133333333333334,1,273,7382193
2024-12-01,AMD RX 6700 XT,26001,3.5,1446,25381,3.7,132,50811,3.5,574,620,-24810,3.5666666666666664,0,24,624024
2024-12-01,NVIDIA RTX 4060,77276,4.0,520,46889,3.8,1428,51117,4.9,1359,30387,26159,4.233333333333333,0,1,77276
2024-12-01,AMD RX 7900 XTX,93394,4.1,222,46347,3.9,1824,42374,3.7,1891,47047,51020,3.9,0,1,93394
2024-11-30,NVIDIA RTX 3060,46490,3.9,189,47728,4.0,1049,24680,3.6,206,-1238,21810,3.8333333333333335,0,55,2556950
2024-11-30,NVIDIA RTX 3070,56596,4.1,1934,45302,4.1,338,44144,4.7,971,11294,12452,4.3,0,1,56596
2024-11-30,NVIDIA RTX 3080,74578,5.0,273,45019,4.6,1011,86504,4.0,1656,29559,-11926,4.533333333333333,0,1,74578
2024-11-30,AMD RX 6600,38667,3.7,1779,89438,3.5,1020,39346,4.3,872,-50771,-679,3.8333333333333335,1,300,11600100
2024-11-30,AMD RX 6700 XT,74301,4.4,227,55450,3.9,1798,78317,4.2,738,18851,-4016,4.166666666666667,0,1,74301
2024-11-30,NVIDIA RTX 4060,84440,4.9,584,73762,4.0,310,93013,4.3,1908,10678,-8573,4.3999999999999995,0,1,84440
2024-11-30,AMD RX 7900 XTX,62368,4.8,1996,82000,4.8,1609,51396,4.9,1807,-19632,10972,4.833333333333333,0,139,8669152
2024-11-29,NVIDIA RTX 3060,79245,4.7,768,60415,4.2,1095,64230,3.7,995,18830,15015,4.2,0,1,79245
2024-11-29,NVIDIA RTX 3070,67396,3.9,252,94127,4.6,1489,83901,4.5,613,-26731,-16505,4.333333333333333,1,168,11322528
2024-11-29,NVIDIA RTX 3080,49684,4.7,1297,87849,4.6,1181,42330,4.8,1435,-38165,7354,4.7,0,239,11874476
2024-11-29,AMD RX 6600,37556,3.7,1020,27949,4.4,1233,69094,3.5,848,9607,-31538,3.866666666666667,0,1,37556
2024-11-29,AMD RX 6700 XT,85658,4.1,1197,32518,4.8,954,88577,4.0,968,53140,-2919,4.3,0,1,85658
2024-11-29,NVIDIA RTX 4060,70661,4.2,1048,84998,4.2,1423,55074,4.3,1985,-14337,15587,4.233333333333333,0,107,7560727
2024-11-29,AMD RX 7900 XTX,57717,3.6,1753,71123,4.5,142,50165,4.1,1631,-13406,7552,4.066666666666666,0,78,4501926
2024-11-28,NVIDIA RTX 3060,67646,4.5,182,45505,4.6,1061,25002,4.2,1177,22141,42644,4.433333333333334,0,1,67646
2024-11-28,NVIDIA RTX 3070,52868,3.7,1556,70657,3.8,549,47589,4.4,772,-17789,5279,3.966666666666667,0,126,6661368
2024-11-28,NVIDIA RTX 3080,57448,4.1,200,71385,4.8,1564,37355,4.9,1129,-13937,20093,4.6,0,109,6261832
2024-11-28,AMD RX 6600,63300,4.7,456,84476,4.8,1580,28673,3.9,1425,-21176,34627,4.466666666666667,0,145,9178500
2024-11-28,AMD RX 6700 XT,29385,4.8,1238,76580,4.7,1478,63294,4.2,189,-47195,-33909,4.566666666666666,1,254,7463790
2024-11-28,NVIDIA RTX 4060,55523,4.2,1746,73088,4.7,1829,57412,4.4,1271,-17565,-1889,4.433333333333334,1,126,6995898
2024-11-28,AMD RX 7900 XTX,41316,3.5,1800,48331,3.8,1514,31870,4.9,1344,-7015,9446,4.066666666666666,0,61,2520276
2024-11-27,NVIDIA RTX 3060,52205,3.8,920,38761,4.2,454,85585,3.8,1635,13444,-33380,3.9333333333333336,0,1,52205
2024-11-27,NVIDIA RTX 3070,76412,4.4,1420,49426,4.4,306,35928,4.1,1355,26986,40484,4.3,0,1,76412
2024-11-27,NVIDIA RTX 3080,37785,4.4,1978,80567,4.0,528,47859,4.6,1883,-42782,-10074,4.333333333333333,1,243,9181755
2024-11-27,AMD RX 6600,32006,5.0,504,28314,4.0,634,39933,4.1,1832,3692,-7927,4.366666666666666,0,18,576108
2024-11-27,AMD RX 6700 XT,81176,3.6,1835,74343,3.7,1795,38112,4.2,1555,6833,43064,3.8333333333333335,0,1,81176
2024-11-27,NVIDIA RTX 4060,66459,3.6,1044,88252,4.7,791,32743,3.6,1214,-21793,33716,3.966666666666667,0,149,9902391
2024-11-27,AMD RX 7900 XTX,30013,4.9,987,79375,4.4,347,59959,4.5,1610,-49362,-29946,4.6000000000000005,1,270,8103510
2024-11-26,NVIDIA RTX 3060,77837,3.5,1499,55356,3.9,796,26910,4.8,1837,22481,50927,4.066666666666666,0,1,77837
2024-11-26,NVIDIA RTX 3070,79338,4.0,1960,68944,4.7,1240,69291,3.8,1301,10394,10047,4.166666666666667,0,1,79338
2024-11-26,NVIDIA RTX 3080,48782,3.9,1909,58298,4.8,1889,74234,3.5,1460,-9516,-25452,4.066666666666666,1,95,4634290
2024-11-26,AMD RX 6600,41764,4.4,1363,94502,4.5,1546,78254,4.8,1471,-52738,-36490,4.566666666666666,1,308,12863312
2024-11-26,AMD RX 6700 XT,59517,3.9,943,32194,4.7,1823,30590,3.8,1659,27323,28927,4.133333333333333,0,1,59517
2024-11-26,NVIDIA RTX 4060,85286,3.6,884,37406,4.7,1348,88943,4.6,271,47880,-3657,4.3,0,1,85286
2024-11-26,AMD RX 7900 XTX,43421,3.8,1911,39959,3.6,315,48253,3.6,1346,3462,-4832,3.6666666666666665,0,5,217105
2024-11-25,NVIDIA RTX 3060,92960,4.4,1742,49055,3.7,520,53682,4.3,454,43905,39278,4.133333333333334,0,1,92960
2024-11-25,NVIDIA RTX 3070,27692,4.7,835,70686,4.6,1550,24971,3.9,818,-42994,2721,4.4,0,251,6950692
2024-11-25,NVIDIA RTX 3080,89333,4.7,804,84014,4.2,1882,40226,4.2,1812,5319,49107,4.366666666666667,0,9,803997
2024-11-25,AMD RX 6600,90483,4.1,468,36277,4.5,785,37922,4.9,280,54206,52561,4.5,0,1,90483
2024-11-25,AMD RX 6700 XT,28028,4.4,160,41065,4.8,999,37979,3.8,276,-13037,-9951,4.333333333333333,1,91,2550548
2024-11-25,NVIDIA RTX 4060,59301,4.7,1066,76546,3.9,1757,48934,4.4,141,-17245,10367,4.333333333333333,0,104,6167304
2024-11-25,AMD RX 7900 XTX,94321,4.7,576,86880,3.9,450,44280,3.8,867,7441,50041,4.133333333333333,0,1,94321
2024-11-24,NVIDIA RTX 3060,43742,3.9,593,35350,4.1,1645,83003,4.8,605,8392,-39261,4.266666666666667,0,1,43742
2024-11-24,NVIDIA RTX 3070,61305,4.7,1978,79350,4.4,602,67918,4.5,1946,-18045,-6613,4.533333333333334,1,142,8705310
2024-11-24,NVIDIA RTX 3080,31125,4.4,1733,46209,4.1,567,48133,4.0,876,-15084,-17008,4.166666666666667,1,122,3797250
2024-11-24,AMD RX 6600,75817,4.9,1831,43599,4.1,938,61085,3.9,1257,32218,14732,4.3,0,1,75817
2024-11-24,AMD RX 6700 XT,46210,3.9,751,86357,4.7,840,66749,3.8,485,-40147,-20539,4.133333333333333,1,227,10489670
2024-11-24,NVIDIA RTX 4060,73872,3.5,1534,29526,3.7,120,59388,3.8,704,44346,14484,3.6666666666666665,0,1,73872
2024-11-24,AMD RX 7900 XTX,72745,4.3,1253,90379,3.6,744,61708,4.2,289,-17634,11037,4.033333333333334,0,133,9675085
2024-11-23,NVIDIA RTX 3060,50704,4.3,459,75991,4.2,905,89119,4.4,814,-25287,-38415,4.3,1,154,7808416
2024-11-23,NVIDIA RTX 3070,86592,3.6,576,32269,4.9,409,94239,4.7,1507,54323,-7647,4.3999999999999995,0,1,86592
2024-11-23,NVIDIA RTX 3080,50842,4.3,101,34751,5.0,1736,44644,4.9,1298,16091,6198,4.733333333333333,0,1,50842
2024-11-23,AMD RX 6600,70511,3.8,367,92550,4.1,1914,73826,4.3,531,-22039,-3315,4.066666666666666,1,138,9730518
2024-11-23,AMD RX 6700 XT,72536,3.8,1743,67798,4.6,1962,81707,4.5,1496,4738,-9171,4.3,0,1,72536
2024-11-23,NVIDIA RTX 4060,64900,3.5,1301,67173,4.7,1943,61538,4.0,1131,-2273,3362,4.066666666666666,0,48,3115200
2024-11-23,AMD RX 7900 XTX,41474,4.8,1862,96178,4.9,1534,57994,4.3,531,-54704,-16520,4.666666666666667,1,303,12566622
2024-11-22,NVIDIA RTX 3060,70420,4.1,1456,78599,4.5,1917,57631,4.2,164,-8179,12789,4.266666666666667,0,63,4436460
2024-11-22,NVIDIA RTX 3070,78651,3.7,718,85665,4.0,1762,41347,4.5,481,-7014,37304,4.066666666666666,0,59,4640409
2024-11-22,NVIDIA RTX 3080,65401,5.0,1599,76635,4.8,272,85431,4.2,761,-11234,-20030,4.666666666666667,1,95,6213095
2024-11-22,AMD RX 6600,84497,4.9,1429,31247,4.0,1585,75413,4.1,1305,53250,9084,4.333333333333333,0,1,84497
2024-11-22,AMD RX 6700 XT,65013,4.6,1250,42778,5.0,681,29076,4.6,1389,22235,35937,4.733333333333333,0,1,65013
2024-11-22,NVIDIA RTX 4060,70597,4.5,1768,50774,4.3,739,69103,3.7,1073,19823,1494,4.166666666666667,0,1,70597
2024-11-22,AMD RX 7900 XTX,48082,4.0,1510,93123,4.6,427,68629,4.5,305,-45041,-20547,4.366666666666666,1,240,11539680
2024-11-21,NVIDIA RTX 3060,61645,3.8,103,25297,4.8,1205,49457,4.0,1056,36348,12188,4.2,0,1,61645
2024-11-21,NVIDIA RTX 3070,77975,3.5,1333,57884,4.7,722,46578,4.2,1362,20091,31397,4.133333333333333,0,1,77975
2024-11-21,NVIDIA RTX 3080,68717,3.8,1258,81549,3.7,222,86689,4.4,990,-12832,-17972,3.966666666666667,1,113,7765021
2024-11-21,AMD RX 6600,39709,3.7,1626,73014,4.4,825,78220,4.8,617,-33305,-38511,4.300000000000001,1,180,7147620
2024-11-21,AMD RX 6700 XT,34147,4.0,754,38619,4.6,355,75840,4.0,1489,-4472,-41693,4.2,1,69,2356143
2024-11-21,NVIDIA RTX 4060,49216,4.8,281,83256,4.4,110,77038,3.6,1896,-34040,-27822,4.266666666666667,1,194,9547904
2024-11-21,AMD RX 7900 XTX,69665,3.5,529,84170,5.0,1749,56863,3.7,972,-14505,12802,4.066666666666666,0,100,6966500
2024-11-20,NVIDIA RTX 3060,60385,3.6,625,96777,3.9,712,62035,4.1,158,-36392,-1650,3.8666666666666667,1,227,13707395
2024-11-20,NVIDIA RTX 3070,42061,3.5,890,64757,4.7,1564,47694,3.7,715,-22696,-5633,3.9666666666666663,1,153,6435333
2024-11-20,NVIDIA RTX 3080,82875,5.0,1911,46197,4.1,1610,92317,4.9,1263,36678,-9442,4.666666666666667,0,1,82875
2024-11-20,AMD RX 6600,80305,4.8,819,55319,4.0,1292,41354,4.5,1714,24986,38951,4.433333333333334,0,1,80305
2024-11-20,AMD RX 6700 XT,72027,4.7,1715,50197,4.2,400,29791,4.0,1668,21830,42236,4.3,0,1,72027
2024-11-20,NVIDIA RTX 4060,52899,4.2,1736,81171,3.6,227,43376,4.2,438,-28272,9523,4.0,0,154,8146446
2024-11-20,AMD RX 7900 XTX,28794,3.5,634,78755,4.2,1013,82376,4.5,510,-49961,-53582,4.066666666666666,1,271,7803174
2024-11-19,NVIDIA RTX 3060,36333,4.0,1918,35258,4.5,924,47021,4.0,478,1075,-10688,4.166666666666667,0,43,1562319
2024-11-19,NVIDIA RTX 3070,72530,4.6,1220,93253,4.8,1296,54622,4.2,1583,-20723,17908,4.533333333333332,0,120,8703600
2024-11-19,NVIDIA RTX 3080,36971,4.4,1356,92595,4.1,1001,55339,4.5,1831,-55624,-18368,4.333333333333333,1,294,10869474
2024-11-19,AMD RX 6600,91044,3.5,1438,92159,5.0,1787,71094,4.2,805,-1115,19950,4.233333333333333,0,21,1911924
2024-11-19,AMD RX 6700 XT,48601,4.8,421,44526,4.3,1092,38951,4.3,907,4075,9650,4.466666666666666,0,9,437409
2024-11-19,NVIDIA RTX 4060,29848,4.0,489,83052,5.0,1151,53720,4.5,1802,-53204,-23872,4.5,1,288,8596224
2024-11-19,AMD RX 7900 XTX,81356,4.3,1995,92322,4.5,1032,88534,3.9,1977,-10966,-7178,4.233333333333333,1,100,8135600
2024-11-18,NVIDIA RTX 3060,62179,3.9,586,84310,4.6,1244,37734,3.7,1662,-22131,24445,4.066666666666666,0,128,7958912
2024-11-18,NVIDIA RTX 3070,34977,4.1,1225,71381,4.4,936,42776,4.7,1939,-36404,-7799,4.3999999999999995,1,222,7764894
2024-11-18,NVIDIA RTX 3080,87607,3.6,107,37451,4.1,693,64645,4.6,969,50156,22962,4.1,0,1,87607
2024-11-18,AMD RX 6600,78764,3.9,1455,31561,3.7,860,77997,3.6,1100,47203,767,3.733333333333333,0,1,78764
2024-11-18,AMD RX 6700 XT,86592,3.6,523,65034,4.0,1095,27341,4.8,464,21558,59251,4.133333333333333,0,1,86592
2024-11-18,NVIDIA RTX 4060,49619,3.9,267,26837,3.7,1307,55845,4.0,1126,22782,-6226,3.8666666666666667,0,1,49619
2024-11-18,AMD RX 7900 XTX,85017,4.0,914,77678,4.9,724,27209,4.4,915,7339,57808,4.433333333333334,0,8,680136
2024-11-17,NVIDIA RTX 3060,87733,4.8,642,60922,3.8,1614,37415,3.8,1123,26811,50318,4.133333333333333,0,1,87733
2024-11-17,NVIDIA RTX 3070,39203,4.3,478,86084,3.7,814,46999,3.8,991,-46881,-7796,3.9333333333333336,1,261,10231983
2024-11-17,NVIDIA RTX 3080,73754,4.1,1012,31221,4.1,1273,36951,4.1,468,42533,36803,4.1,0,1,73754
2024-11-17,AMD RX 6600,30004,4.2,639,67227,4.2,791,79032,3.9,892,-37223,-49028,4.1000000000000005,1,217,6510868
2024-11-17,AMD RX 6700 XT,53854,4.3,409,75347,4.8,1807,85285,3.9,963,-21493,-31431,4.333333333333333,1,129,6947166
2024-11-17,NVIDIA RTX 4060,35377,4.5,1755,40541,4.3,1043,46868,4.1,1159,-5164,-11491,4.3,1,55,1945735
2024-11-17,AMD RX 7900 XTX,81093,3.8,224,86438,4.2,1874,39758,4.7,809,-5345,41335,4.233333333333333,0,69,5595417
2024-11-16,NVIDIA RTX 3060,77018,4.1,1196,65357,4.7,1460,40663,4.8,1745,11661,36355,4.533333333333334,0,1,77018
2024-11-16,NVIDIA RTX 3070,88927,4.8,1075,78862,3.8,909,24919,4.0,1276,10065,64008,4.2,0,1,88927
2024-11-16,NVIDIA RTX 3080,61817,4.1,1848,70864,3.6,1473,91594,4.5,123,-9047,-29777,4.066666666666666,1,88,5439896
2024-11-16,AMD RX 6600,30664,4.4,1158,82349,4.5,1873,91075,4.9,922,-51685,-60411,4.6000000000000005,1,273,8371272
2024-11-16,AMD RX 6700 XT,42311,4.9,1019,49500,3.5,1390,77818,4.0,629,-7189,-35507,4.133333333333334,1,74,3131014
2024-11-16,NVIDIA RTX 4060,46028,5.0,1755,67077,4.5,1418,42142,4.7,1960,-21049,3886,4.733333333333333,0,126,5799528
2024-11-16,AMD RX 7900 XTX,48293,3.6,260,34737,4.9,1209,85129,4.1,1069,13556,-36836,4.2,0,1,48293
2024-11-15,NVIDIA RTX 3060,80721,5.0,1384,33601,4.3,1637,70299,5.0,328,47120,10422,4.766666666666667,0,1,80721
2024-11-15,NVIDIA RTX 3070,46256,3.9,1965,88485,4.8,346,48913,4.3,885,-42229,-2657,4.333333333333333,1,252,11656512
2024-11-15,NVIDIA RTX 3080,31495,4.1,913,93183,4.9,663,33717,3.5,1549,-61688,-2222,4.166666666666667,1,328,10330360
2024-11-15,AMD RX 6600,67008,4.3,1978,50984,4.7,1818,57413,4.3,1358,16024,9595,4.433333333333334,0,1,67008
2024-11-15,AMD RX 6700 XT,29357,4.4,1170,80919,4.7,1342,85198,3.6,676,-51562,-55841,4.233333333333333,1,285,8366745
2024-11-15,NVIDIA RTX 4060,77918,4.1,403,67290,4.4,1106,28217,4.8,1042,10628,49701,4.433333333333334,0,1,77918
2024-11-15,AMD RX 7900 XTX,35998,4.3,306,27833,4.2,949,70527,4.8,1505,8165,-34529,4.433333333333334,0,1,35998
2024-11-14,NVIDIA RTX 3060,63885,4.8,1897,29477,4.0,626,72471,4.1,1482,34408,-8586,4.3,0,1,63885
2024-11-14,NVIDIA RTX 3070,78019,4.1,1094,34869,5.0,1209,61008,4.3,466,43150,17011,4.466666666666666,0,1,78019
2024-11-14,NVIDIA RTX 3080,84309,3.8,925,46377,3.7,623,63358,4.1,1014,37932,20951,3.8666666666666667,0,1,84309
2024-11-14,AMD RX 6600,45919,4.4,1520,35010,4.0,934,66988,4.5,1320,10909,-21069,4.3,0,1,45919
2024-11-14,AMD RX 6700 XT,74971,4.1,1900,44658,4.4,766,39564,4.6,1188,30313,35407,4.366666666666666,0,1,74971
2024-11-14,NVIDIA RTX 4060,71105,3.9,1627,46006,4.6,710,75968,3.8,1195,25099,-4863,4.1000000000000005,0,1,71105
